curr_SRX,sex,simplified_tissue,broad_tissue,simpled_dev,broad_stage
SRX674769,female,whole body,whole body,a,adult
SRX674770,female,whole body,whole body,a,adult
SRX674771,female,whole body,whole body,a,adult
SRX702884,female,whole body,whole body,a,adult
SRX702885,female,whole body,whole body,a,adult
SRX702886,male,whole body,whole body,a,adult
SRX1522377,male,whole body,whole body,a,adult
SRX702888,female,whole body,whole body,a,adult
SRX702889,female,whole body,whole body,a,adult
SRX674778,male,whole body,whole body,a,adult
SRX1329183,male,whole body,whole body,a,adult
SRX1329184,female,whole body,whole body,a,adult
SRX1329185,female,whole body,whole body,a,adult
SRX702894,male,whole body,whole body,a,adult
SRX674783,male,whole body,whole body,a,adult
SRX674784,female,whole body,whole body,a,adult
SRX674785,female,whole body,whole body,a,adult
SRX674786,female,whole body,whole body,a,adult
ERX1825446,female,whole body,whole body,l1,larva
SRX702899,male,whole body,whole body,a,adult
SRX1342065,male,whole body,whole body,a,adult
SRX1342066,male,whole body,whole body,a,adult
SRX1342067,male,whole body,whole body,a,adult
SRX674790,female,whole body,whole body,a,adult
SRX675211,male,whole body,whole body,a,adult
SRX1342070,male,whole body,whole body,a3,adult
SRX702906,male,whole body,whole body,a,adult
SRX702907,male,whole body,whole body,a,adult
SRX675284,female,whole body,whole body,a,adult
SRX675285,female,whole body,whole body,a,adult
DRX014799,male,whole body,whole body,a4,adult
SRX1342076,male,whole body,whole body,a,adult
SRX1522403,female,whole body,whole body,a,adult
SRX702912,female,whole body,whole body,a,adult
SRX702913,female,whole body,whole body,a,adult
SRX674802,female,whole body,whole body,a,adult
SRX1342081,male,whole body,whole body,a,adult
SRX674806,male,whole body,whole body,a,adult
SRX674807,male,whole body,whole body,a,adult
SRX674808,female,whole body,whole body,a,adult
SRX674809,female,whole body,whole body,a,adult
SRX674810,female,whole body,whole body,a,adult
SRX674811,male,whole body,whole body,a,adult
SRX674812,female,whole body,whole body,a,adult
SRX1342091,male,whole body,whole body,a,adult
SRX1342092,male,whole body,whole body,a,adult
SRX1329218,female,whole body,whole body,a,adult
SRX674815,male,whole body,whole body,a,adult
SRX1342095,male,whole body,whole body,a,adult
SRX1342096,male,whole body,whole body,a,adult
SRX674822,male,whole body,whole body,a,adult
SRX674823,female,whole body,whole body,a,adult
SRX674824,male,whole body,whole body,a,adult
ERX141783,female,whole body,whole body,a4,adult
SRX1744548,female,whole body,whole body,a25,adult
SRX674828,female,whole body,whole body,a,adult
SRX1744534,female,whole body,whole body,a25,adult
SRX674830,female,whole body,whole body,a,adult
SRX674831,female,whole body,whole body,a,adult
SRX1522392,female,whole body,whole body,a,adult
SRX1342107,male,whole body,whole body,a,adult
SRX1342108,male,whole body,whole body,a,adult
SRX2731293,male,whole body,whole body,a11,adult
SRX2335815,female,whole body,whole body,a,adult
SRX2335816,female,whole body,whole body,a,adult
SRX2335818,female,whole body,whole body,a,adult
SRX1342113,male,whole body,whole body,a,adult
SRX1342114,male,whole body,whole body,a,adult
SRX674841,male,whole body,whole body,a,adult
SRX675313,male,whole body,whole body,a,adult
SRX1522441,female,whole body,whole body,a,adult
SRX359803,male,whole body,whole body,a1,adult
SRX359804,male,whole body,whole body,a1,adult
SRX359805,male,whole body,whole body,a1,adult
SRX702954,male,whole body,whole body,a,adult
SRX702955,male,whole body,whole body,a,adult
SRX702956,female,whole body,whole body,a,adult
SRX702957,female,whole body,whole body,a,adult
SRX1342123,male,whole body,whole body,a,adult
SRX2934394,male,whole body,whole body,a42,adult
SRX2934395,male,whole body,whole body,a28,adult
SRX2934396,male,whole body,whole body,a28,adult
SRX2934397,male,whole body,whole body,a14,adult
SRX2934398,female,whole body,whole body,a28,adult
SRX2934399,female,whole body,whole body,a14,adult
SRX1329257,male,whole body,whole body,a,adult
SRX702966,male,whole body,whole body,a,adult
SRX702967,male,whole body,whole body,a,adult
SRX702968,female,whole body,whole body,a,adult
SRX2934404,male,whole body,whole body,a28,adult
SRX2934405,male,whole body,whole body,a42,adult
SRX2934406,female,whole body,whole body,a14,adult
SRX2934407,female,whole body,whole body,a28,adult
SRX674867,male,whole body,whole body,a,adult
SRX674868,female,whole body,whole body,a,adult
SRX674869,male,whole body,whole body,a,adult
SRX674870,male,whole body,whole body,a,adult
SRX674871,male,whole body,whole body,a,adult
SRX675256,female,whole body,whole body,a,adult
SRX2934414,male,whole body,whole body,a42,adult
SRX2934415,male,whole body,whole body,a28,adult
SRX674875,female,whole body,whole body,a,adult
SRX674876,female,whole body,whole body,a,adult
SRX674877,male,whole body,whole body,a,adult
SRX674878,female,whole body,whole body,a,adult
SRX674879,male,whole body,whole body,a,adult
SRX674880,female,whole body,whole body,a,adult
SRX674881,female,whole body,whole body,a,adult
SRX1483021,female,whole body,whole body,a,adult
SRX674883,female,whole body,whole body,a,adult
SRX674884,male,whole body,whole body,a,adult
SRX674885,female,whole body,whole body,a,adult
SRX674886,female,whole body,whole body,a,adult
SRX674887,female,whole body,whole body,a,adult
SRX674888,male,whole body,whole body,a,adult
SRX674889,male,whole body,whole body,a,adult
SRX674890,female,whole body,whole body,a,adult
SRX674891,female,whole body,whole body,a,adult
SRX1329290,female,whole body,whole body,a,adult
SRX674893,male,whole body,whole body,a,adult
SRX674894,male,whole body,whole body,a,adult
SRX674895,female,whole body,whole body,a,adult
SRX1884388,unknown,whole body,whole body,a4,adult
SRX674897,female,whole body,whole body,a,adult
SRX674898,female,whole body,whole body,a,adult
SRX675270,male,whole body,whole body,a,adult
SRX1431641,unknown,whole body,whole body,a,adult
SRX1431642,unknown,whole body,whole body,a,adult
SRX1483031,female,whole body,whole body,a,adult
SRX1084168,female,whole body,whole body,a2,adult
SRX1084169,female,whole body,whole body,a2,adult
SRX1084170,female,whole body,whole body,a2,adult
SRX674906,female,whole body,whole body,a,adult
SRX674907,female,whole body,whole body,a,adult
SRX1342061,male,whole body,whole body,a,adult
SRX1522386,male,whole body,whole body,a,adult
SRX674910,female,whole body,whole body,a,adult
DRX014786,female,whole body,whole body,a4,adult
DRX014787,male,whole body,whole body,a4,adult
SRX1483017,female,whole body,whole body,a,adult
SRX092557,female,whole body,whole body,a5,adult
SRX674915,male,whole body,whole body,a,adult
SRX092558,male,whole body,whole body,a5,adult
SRX2464545,male,whole body,whole body,a7,adult
SRX1522454,female,whole body,whole body,l,larva
SRX2626942,female,whole body,whole body,l3,larva
SRX3202341,male,whole body,whole body,a,adult
SRX1329199,female,whole body,whole body,a,adult
ERX1732872,unknown,whole body,whole body,l,larva
SRX2549134,mixed,whole body,whole body,l,larva
SRX1142504,female,whole body,whole body,a,adult
SRX3202346,male,whole body,whole body,a,adult
SRX1483044,female,whole body,whole body,a,adult
SRX3202348,male,whole body,whole body,a,adult
SRX674928,male,whole body,whole body,a,adult
SRX1329454,male,whole body,whole body,a,adult
SRX2549204,mixed,whole body,whole body,l,larva
SRX2549194,mixed,whole body,whole body,l,larva
DRX027353,female,whole body,whole body,a,adult
DRX027354,female,whole body,whole body,a,adult
DRX027355,female,whole body,whole body,a,adult
SRX675414,female,whole body,whole body,a,adult
DRX027357,female,whole body,whole body,a,adult
DRX027358,female,whole body,whole body,a,adult
SRX674938,female,whole body,whole body,a,adult
SRX674939,male,whole body,whole body,a,adult
SRX674940,female,whole body,whole body,a,adult
SRX674941,female,whole body,whole body,a,adult
SRX2497528,female,whole body,whole body,a2,adult
SRX3202622,male,whole body,whole body,a,adult
SRX674944,male,whole body,whole body,a,adult
SRX674945,male,whole body,whole body,a,adult
DRX027367,female,whole body,whole body,a,adult
SRX2497534,male,whole body,whole body,a2,adult
SRX2497535,male,whole body,whole body,a2,adult
SRX2497536,male,whole body,whole body,a2,adult
SRX1546356,female,whole body,whole body,a,adult
SRX2497539,male,whole body,whole body,a2,adult
SRX674952,male,whole body,whole body,a,adult
SRX2549148,mixed,whole body,whole body,l,larva
SRX674954,female,whole body,whole body,a,adult
SRX674955,female,whole body,whole body,a,adult
SRX703062,male,whole body,whole body,a,adult
SRX674956,male,whole body,whole body,a,adult
SRX1522404,male,whole body,whole body,l,larva
SRX703065,female,whole body,whole body,a,adult
SRX703066,male,whole body,whole body,a,adult
SRX675435,female,whole body,whole body,a,adult
SRX703068,female,whole body,whole body,a,adult
SRX703069,female,whole body,whole body,a,adult
SRX674962,female,whole body,whole body,a,adult
SRX3202643,male,whole body,whole body,a,adult
SRX703073,female,whole body,whole body,a,adult
SRX1329367,female,whole body,whole body,a,adult
SRX1329368,female,whole body,whole body,a,adult
SRX674969,male,whole body,whole body,a,adult
SRX674970,female,whole body,whole body,a,adult
SRX674971,male,whole body,whole body,a,adult
SRX674972,male,whole body,whole body,a,adult
SRX674973,male,whole body,whole body,a,adult
SRX1548021,male,whole body,whole body,a4,adult
SRX674975,female,whole body,whole body,a,adult
SRX674976,female,whole body,whole body,a,adult
SRX674977,female,whole body,whole body,a,adult
SRX674978,female,whole body,whole body,a,adult
SRX1548026,male,whole body,whole body,a4,adult
SRX674980,male,whole body,whole body,a,adult
SRX674981,male,whole body,whole body,a,adult
SRX674982,female,whole body,whole body,a,adult
SRX674983,female,whole body,whole body,a,adult
SRX674984,male,whole body,whole body,a,adult
SRX674985,male,whole body,whole body,a,adult
SRX674986,female,whole body,whole body,a,adult
SRX1522463,female,whole body,whole body,a,adult
SRX674988,female,whole body,whole body,a,adult
SRX1483014,female,whole body,whole body,a,adult
SRX1522470,female,whole body,whole body,pu,pupae
SRX1483015,female,whole body,whole body,a,adult
SRX1483016,male,whole body,whole body,a,adult
SRX674993,female,whole body,whole body,a,adult
SRX674994,male,whole body,whole body,a,adult
SRX674995,male,whole body,whole body,a,adult
SRX3202678,male,whole body,whole body,a,adult
SRX703104,female,whole body,whole body,a,adult
SRX703105,female,whole body,whole body,a,adult
SRX703106,male,whole body,whole body,a,adult
SRX1553902,male,whole body,whole body,a,adult
SRX1553903,male,whole body,whole body,a,adult
SRX1553904,male,whole body,whole body,a,adult
SRX1553905,male,whole body,whole body,a,adult
SRX1271501,male,whole body,whole body,a,adult
SRX703112,female,whole body,whole body,a,adult
SRX703113,female,whole body,whole body,a,adult
SRX1553909,male,whole body,whole body,a,adult
SRX675008,female,whole body,whole body,a,adult
SRX675009,female,whole body,whole body,a,adult
SRX1553912,male,whole body,whole body,a,adult
SRX1553913,male,whole body,whole body,a,adult
SRX1553914,male,whole body,whole body,a,adult
SRX675013,male,whole body,whole body,a,adult
SRX675014,male,whole body,whole body,a,adult
SRX1553917,male,whole body,whole body,a,adult
SRX1553918,male,whole body,whole body,a,adult
SRX675017,male,whole body,whole body,a,adult
SRX675018,male,whole body,whole body,a,adult
SRX3202707,male,whole body,whole body,a,adult
SRX675020,female,whole body,whole body,a,adult
SRX675021,male,whole body,whole body,a,adult
SRX675022,female,whole body,whole body,a,adult
SRX675023,female,whole body,whole body,a,adult
SRX675024,female,whole body,whole body,a,adult
SRX675025,female,whole body,whole body,a,adult
SRX675026,female,whole body,whole body,a,adult
SRX675275,female,whole body,whole body,a,adult
SRX675028,male,whole body,whole body,a,adult
SRX1553931,male,whole body,whole body,a,adult
SRX1557041,male,whole body,whole body,pu,pupae
SRX675031,female,whole body,whole body,a,adult
SRX675032,female,whole body,whole body,a,adult
SRX675033,male,whole body,whole body,a,adult
SRX675034,female,whole body,whole body,a,adult
SRX675035,male,whole body,whole body,a,adult
SRX703143,male,whole body,whole body,a,adult
SRX3202727,male,whole body,whole body,a,adult
SRX675038,female,whole body,whole body,a,adult
SRX675039,female,whole body,whole body,a,adult
SRX1329441,male,whole body,whole body,a,adult
SRX1483039,female,whole body,whole body,a,adult
SRX675283,male,whole body,whole body,a,adult
SRX1483041,male,whole body,whole body,a,adult
SRX1483042,female,whole body,whole body,a,adult
SRX675045,female,whole body,whole body,a,adult
SRX1553949,male,whole body,whole body,a,adult
DRX014800,male,whole body,whole body,a4,adult
SRX675048,female,whole body,whole body,a,adult
SRX3526105,male,whole body,whole body,a,adult
SRX675049,female,whole body,whole body,a,adult
SRX703157,female,whole body,whole body,a,adult
SRX675051,male,whole body,whole body,a,adult
SRX322178,female,whole body,whole body,a2,adult
SRX675054,male,whole body,whole body,a,adult
SRX675055,male,whole body,whole body,a,adult
SRX306615,male,whole body,whole body,a,adult
SRX965041,male,whole body,whole body,a4,adult
SRX675057,male,whole body,whole body,a,adult
SRX340321,male,whole body,whole body,a5,adult
SRX675060,female,whole body,whole body,a,adult
SRX306620,male,whole body,whole body,a,adult
SRX306621,male,whole body,whole body,a,adult
SRX306622,male,whole body,whole body,a2,adult
SRX306623,male,whole body,whole body,a2,adult
SRX306624,male,whole body,whole body,a2,adult
SRX675066,female,whole body,whole body,a,adult
SRX306626,male,whole body,whole body,a10,adult
SRX306627,male,whole body,whole body,a10,adult
ERX141782,female,whole body,whole body,a4,adult
SRX703176,female,whole body,whole body,a,adult
SRX703177,female,whole body,whole body,a,adult
SRX703178,male,whole body,whole body,a,adult
SRX675071,male,whole body,whole body,a,adult
SRX703180,female,whole body,whole body,a,adult
SRX2236798,male,whole body,whole body,a,adult
SRX306635,male,whole body,whole body,a10,adult
SRX306636,male,whole body,whole body,a10,adult
SRX675078,male,whole body,whole body,a,adult
SRX675079,male,whole body,whole body,a,adult
SRX675080,male,whole body,whole body,a,adult
SRX1329483,male,whole body,whole body,a,adult
SRX306641,male,whole body,whole body,a2,adult
SRX1329485,female,whole body,whole body,a,adult
ERX1918284,female,whole body,whole body,a10,adult
SRX306644,male,whole body,whole body,a10,adult
ERX1918286,female,whole body,whole body,a10,adult
SRX675085,male,whole body,whole body,a,adult
SRX675086,female,whole body,whole body,a,adult
SRX306648,male,whole body,whole body,a20,adult
SRX675088,male,whole body,whole body,a,adult
SRX306650,male,whole body,whole body,a2,adult
SRX306651,male,whole body,whole body,a2,adult
SRX306652,male,whole body,whole body,a10,adult
SRX675092,female,whole body,whole body,a,adult
SRX675093,female,whole body,whole body,a,adult
SRX675094,female,whole body,whole body,a,adult
SRX306656,male,whole body,whole body,a20,adult
SRX306657,male,whole body,whole body,a20,adult
SRX675097,female,whole body,whole body,a,adult
SRX675100,female,whole body,whole body,a,adult
SRX675104,female,whole body,whole body,a,adult
SRX675106,female,whole body,whole body,a,adult
SRX675107,male,whole body,whole body,a,adult
SRX675109,male,whole body,whole body,a,adult
SRX675110,female,whole body,whole body,a,adult
SRX675120,male,whole body,whole body,a,adult
SRX675121,male,whole body,whole body,a,adult
SRX675122,male,whole body,whole body,a,adult
SRX675123,male,whole body,whole body,a,adult
SRX675124,male,whole body,whole body,a,adult
SRX675125,male,whole body,whole body,a,adult
SRX675126,male,whole body,whole body,a,adult
SRX675127,female,whole body,whole body,a,adult
SRX675255,male,whole body,whole body,a,adult
SRX675132,male,whole body,whole body,a,adult
SRX675134,female,whole body,whole body,a,adult
SRX675135,male,whole body,whole body,a,adult
SRX675136,female,whole body,whole body,a,adult
SRX675137,female,whole body,whole body,a,adult
SRX675138,male,whole body,whole body,a,adult
SRX675142,female,whole body,whole body,a,adult
SRX675143,male,whole body,whole body,a,adult
SRX675145,male,whole body,whole body,a,adult
SRX703230,male,whole body,whole body,a,adult
SRX703231,male,whole body,whole body,a,adult
SRX703232,female,whole body,whole body,a,adult
SRX675150,male,whole body,whole body,a,adult
SRX675152,male,whole body,whole body,a,adult
SRX1553910,male,whole body,whole body,a,adult
SRX675155,male,whole body,whole body,a,adult
SRX675157,male,whole body,whole body,a,adult
SRX675158,male,whole body,whole body,a,adult
SRX2036013,male,whole body,whole body,a5,adult
SRX675161,male,whole body,whole body,a,adult
SRX1136595,female,whole body,whole body,a3,adult
SRX1136596,female,whole body,whole body,a3,adult
SRX675165,male,whole body,whole body,a,adult
SRX675168,female,whole body,whole body,a,adult
SRX1136599,female,whole body,whole body,a3,adult
SRX1136600,female,whole body,whole body,a3,adult
SRX675173,male,whole body,whole body,a,adult
SRX675174,female,whole body,whole body,a,adult
SRX675175,male,whole body,whole body,a,adult
SRX675176,male,whole body,whole body,a,adult
SRX1522378,male,whole body,whole body,a,adult
SRX1522379,male,whole body,whole body,a,adult
SRX1522380,male,whole body,whole body,a,adult
SRX1522381,female,whole body,whole body,a,adult
SRX675183,male,whole body,whole body,a,adult
SRX1142489,female,whole body,whole body,a,adult
SRX1142490,female,whole body,whole body,a,adult
SRX675186,male,whole body,whole body,a,adult
SRX675190,female,whole body,whole body,a,adult
SRX675193,male,whole body,whole body,a,adult
SRX716835,female,whole body,whole body,a4,adult
SRX675197,female,whole body,whole body,a,adult
SRX1142494,male,whole body,whole body,a,adult
SRX675199,male,whole body,whole body,a,adult
SRX1142496,female,whole body,whole body,a,adult
SRX1142497,female,whole body,whole body,a,adult
SRX703023,male,whole body,whole body,a,adult
SRX1142501,female,whole body,whole body,a,adult
SRX1142502,male,whole body,whole body,a,adult
SRX1342071,male,whole body,whole body,a,adult
SRX675219,male,whole body,whole body,a,adult
SRX3257772,female,whole body,whole body,a,adult
SRX3273314,male,whole body,whole body,a,adult
SRX1482982,male,whole body,whole body,a,adult
SRX675231,male,whole body,whole body,a,adult
SRX675235,female,whole body,whole body,a,adult
SRX674801,female,whole body,whole body,a,adult
SRX1142509,female,whole body,whole body,a,adult
SRX1142510,male,whole body,whole body,a,adult
SRX1142511,male,whole body,whole body,a,adult
SRX525199,female,whole body,whole body,a3,adult
SRX1142513,female,whole body,whole body,a,adult
SRX3202613,male,whole body,whole body,a,adult
SRX675260,male,whole body,whole body,a,adult
SRX1142516,female,whole body,whole body,a,adult
SRX675272,female,whole body,whole body,a,adult
SRX1142518,male,whole body,whole body,a,adult
SRX1142519,male,whole body,whole body,a,adult
SRX675289,female,whole body,whole body,a,adult
SRX674814,female,whole body,whole body,a,adult
SRX3235243,mixed,whole body,whole body,l3,larva
SRX1329220,male,whole body,whole body,a,adult
SRX1329221,male,whole body,whole body,a,adult
SRX525111,female,whole body,whole body,a3,adult
SRX1329223,female,whole body,whole body,a,adult
SRX1329224,female,whole body,whole body,a,adult
SRX702934,male,whole body,whole body,a,adult
SRX1329226,male,whole body,whole body,a,adult
SRX1329229,female,whole body,whole body,a,adult
SRX1342102,male,whole body,whole body,a,adult
SRX1719638,female,whole body,whole body,a25,adult
SRX1741416,female,whole body,whole body,a25,adult
SRX675303,female,whole body,whole body,a,adult
SRX675304,female,whole body,whole body,a,adult
SRX675305,female,whole body,whole body,a,adult
SRX702941,female,whole body,whole body,a,adult
SRX702942,male,whole body,whole body,a,adult
SRX702943,male,whole body,whole body,a,adult
SRX2335817,female,whole body,whole body,a,adult
SRX1329238,male,whole body,whole body,a,adult
SRX675311,female,whole body,whole body,a,adult
SRX675312,female,whole body,whole body,a,adult
SRX1483001,female,whole body,whole body,a,adult
SRX1329242,female,whole body,whole body,a,adult
SRX2335823,female,whole body,whole body,a,adult
SRX675316,male,whole body,whole body,a,adult
SRX675317,female,whole body,whole body,a,adult
SRX347292,unknown,whole body,whole body,a0,adult
SRX347291,unknown,whole body,whole body,a0,adult
SRX347293,unknown,whole body,whole body,a0,adult
SRX1342122,male,whole body,whole body,a,adult
SRX675325,female,whole body,whole body,a,adult
SRX525157,female,whole body,whole body,a3,adult
SRX1329252,male,whole body,whole body,a,adult
SRX2611757,mixed,whole body,whole body,a5,adult
SRX675328,female,whole body,whole body,a,adult
SRX675329,female,whole body,whole body,a,adult
SRX2243442,female,whole body,whole body,a4,adult
SRX702964,female,whole body,whole body,a,adult
SRX1329258,male,whole body,whole body,a,adult
SRX1431601,unknown,whole body,whole body,a,adult
SRX675334,male,whole body,whole body,a,adult
SRX675335,male,whole body,whole body,a,adult
SRX675336,male,whole body,whole body,a,adult
SRX1431605,unknown,whole body,whole body,a,adult
SRX675340,male,whole body,whole body,a,adult
SRX1431607,unknown,whole body,whole body,a,adult
SRX3642322,unknown,whole body,whole body,pu10,pupae
SRX3642324,unknown,whole body,whole body,pu10,pupae
SRX3642325,unknown,whole body,whole body,pu10,pupae
SRX675345,female,whole body,whole body,a,adult
SRX3642323,unknown,whole body,whole body,pu10,pupae
SRX3642326,unknown,whole body,whole body,pu10,pupae
SRX019650,unknown,whole body,whole body,pu9,pupae
SRX965051,male,whole body,whole body,a4,adult
SRX1483018,female,whole body,whole body,a,adult
SRX1522453,female,whole body,whole body,l,larva
SRX965054,male,whole body,whole body,a4,adult
SRX1431619,unknown,whole body,whole body,a,adult
SRX1431620,unknown,whole body,whole body,a,adult
SRX675354,female,whole body,whole body,a,adult
SRX2549132,mixed,whole body,whole body,l,larva
SRX2786596,male,whole body,whole body,a25,adult
SRX1483022,male,whole body,whole body,a,adult
SRX1431625,unknown,whole body,whole body,a,adult
SRX703031,male,whole body,whole body,a,adult
SRX1329287,male,whole body,whole body,a,adult
SRX675264,male,whole body,whole body,a,adult
SRX1329289,female,whole body,whole body,a,adult
SRX675265,female,whole body,whole body,a,adult
SRX2335870,female,whole body,whole body,a,adult
SRX1522444,female,whole body,whole body,l,larva
SRX525197,female,whole body,whole body,a3,adult
SRX1431634,unknown,whole body,whole body,a,adult
DRX014766,female,whole body,whole body,l3,larva
SRX1522495,male,whole body,whole body,a,adult
SRX1431637,unknown,whole body,whole body,a,adult
SRX1522497,male,whole body,whole body,a,adult
SRX1329297,male,whole body,whole body,a,adult
SRX1329298,female,whole body,whole body,a,adult
SRX1329299,female,whole body,whole body,a,adult
SRX1084167,female,whole body,whole body,a2,adult
SRX1431644,unknown,whole body,whole body,a,adult
SRX1522503,male,whole body,whole body,a,adult
SRX1522504,male,whole body,whole body,a,adult
SRX1522505,male,whole body,whole body,a,adult
SRX1483033,female,whole body,whole body,a,adult
SRX1483034,male,whole body,whole body,a,adult
SRX3202330,male,whole body,whole body,a,adult
SRX3202331,male,whole body,whole body,a,adult
SRX3202332,male,whole body,whole body,a,adult
SRX1431652,unknown,whole body,whole body,a,adult
SRX3202334,male,whole body,whole body,a,adult
SRX1224872,male,whole body,whole body,a14,adult
SRX1224873,male,whole body,whole body,a14,adult
SRX3202337,male,whole body,whole body,a,adult
SRX1224875,male,whole body,whole body,a14,adult
SRX1224876,male,whole body,whole body,a14,adult
SRX3202731,male,whole body,whole body,a,adult
SRX1329320,female,whole body,whole body,a,adult
SRX976095,unknown,whole body,whole body,pre,pupae
SRX3202343,male,whole body,whole body,a,adult
SRX675396,female,whole body,whole body,a,adult
SRX674922,female,whole body,whole body,a,adult
SRX1522457,female,whole body,whole body,l,larva
SRX1342075,male,whole body,whole body,a,adult
SRX2661640,mixed,whole body,whole body,l3,larva
SRX976113,unknown,whole body,whole body,pre,pupae
SRX976119,unknown,whole body,whole body,pre,pupae
SRX3202351,male,whole body,whole body,a,adult
SRX976084,unknown,whole body,whole body,pre,pupae
SRX976094,unknown,whole body,whole body,pre,pupae
SRX3202612,male,whole body,whole body,a,adult
SRX976085,unknown,whole body,whole body,pre,pupae
SRX976092,unknown,whole body,whole body,pre,pupae
SRX3202615,male,whole body,whole body,a,adult
SRX3202616,male,whole body,whole body,a,adult
SRX976120,unknown,whole body,whole body,pre,pupae
SRX3202618,male,whole body,whole body,a,adult
SRX675412,male,whole body,whole body,a,adult
SRX675413,female,whole body,whole body,a,adult
SRX675415,female,whole body,whole body,a,adult
DRX027363,female,whole body,whole body,a,adult
SRX675417,male,whole body,whole body,a,adult
SRX675418,female,whole body,whole body,a,adult
SRX2497532,female,whole body,whole body,a2,adult
SRX1241350,male,whole body,whole body,a,adult
SRX675421,male,whole body,whole body,a,adult
SRX1241412,male,whole body,whole body,a,adult
SRX3202629,male,whole body,whole body,a,adult
SRX203258,unknown,whole body,whole body,pre,pupae
SRX3202630,male,whole body,whole body,a,adult
SRX3202631,male,whole body,whole body,a,adult
SRX675428,male,whole body,whole body,a,adult
SRX675429,male,whole body,whole body,a,adult
SRX3202634,male,whole body,whole body,a,adult
SRX3202635,male,whole body,whole body,a,adult
SRX3202636,male,whole body,whole body,a,adult
SRX675433,male,whole body,whole body,a,adult
SRX675434,male,whole body,whole body,a,adult
SRX2236807,male,whole body,whole body,a,adult
SRX1743386,female,whole body,whole body,a3,adult
SRX3202641,male,whole body,whole body,a,adult
SRX675439,female,whole body,whole body,a,adult
SRX2549185,mixed,whole body,whole body,l,larva
SRX3202644,male,whole body,whole body,a,adult
SRX1548014,male,whole body,whole body,a4,adult
SRX674966,female,whole body,whole body,a,adult
SRX674967,male,whole body,whole body,a,adult
SRX3202649,male,whole body,whole body,a,adult
SRX1548018,male,whole body,whole body,a4,adult
SRX1548019,male,whole body,whole body,a4,adult
SRX3202652,male,whole body,whole body,a,adult
SRX675449,male,whole body,whole body,a,adult
SRX1548022,male,whole body,whole body,a4,adult
SRX1548023,male,whole body,whole body,a4,adult
SRX1548024,male,whole body,whole body,a4,adult
SRX675453,male,whole body,whole body,a,adult
SRX675454,female,whole body,whole body,a,adult
SRX3202659,male,whole body,whole body,a,adult
SRX675456,male,whole body,whole body,a,adult
SRX675457,female,whole body,whole body,a,adult
SRX675458,male,whole body,whole body,a,adult
SRX675459,male,whole body,whole body,a,adult
SRX675460,female,whole body,whole body,a,adult
SRX675461,female,whole body,whole body,a,adult
SRX3257693,female,whole body,whole body,a,adult
SRX124987,male,whole body,whole body,a5,adult
DRX014781,female,whole body,whole body,pu8,pupae
SRX675381,female,whole body,whole body,a,adult
SRX703097,female,whole body,whole body,a,adult
SRX1522478,female,whole body,whole body,pu,pupae
SRX1522469,female,whole body,whole body,pu,pupae
DRX014783,male,whole body,whole body,pu8,pupae
SRX3202677,male,whole body,whole body,a,adult
SRX1329396,female,whole body,whole body,a,adult
SRX1743422,male,whole body,whole body,a3,adult
SRX1483019,male,whole body,whole body,a,adult
SRX1271496,male,whole body,whole body,a,adult
SRX1271497,male,whole body,whole body,a,adult
SRX1271498,male,whole body,whole body,a,adult
SRX1557027,male,whole body,whole body,pu,pupae
SRX1271500,male,whole body,whole body,a,adult
SRX3202687,male,whole body,whole body,a,adult
SRX1271502,male,whole body,whole body,a,adult
SRX1271503,male,whole body,whole body,a,adult
SRX1271504,male,whole body,whole body,a,adult
SRX1557031,male,whole body,whole body,pu,pupae
SRX1557017,male,whole body,whole body,pu,pupae
SRX703116,female,whole body,whole body,a,adult
SRX1522488,female,whole body,whole body,pu,pupae
SRX1522472,female,whole body,whole body,pu,pupae
SRX1557044,male,whole body,whole body,pu,pupae
SRX1272463,male,whole body,whole body,a,adult
SRX3202703,male,whole body,whole body,a,adult
SRX1707047,unknown,whole body,whole body,pu6,pupae
SRX3202705,male,whole body,whole body,a,adult
SRX3202706,male,whole body,whole body,a,adult
SRX965045,male,whole body,whole body,a4,adult
DRX014769,female,whole body,whole body,pu8,pupae
SRX3202709,male,whole body,whole body,a,adult
SRX3202710,male,whole body,whole body,a,adult
SRX1743453,male,whole body,whole body,a3,adult
SRX3202713,male,whole body,whole body,a,adult
SRX3202714,male,whole body,whole body,a,adult
SRX1522473,female,whole body,whole body,pu,pupae
SRX3202718,male,whole body,whole body,a,adult
SRX1557043,male,whole body,whole body,pu,pupae
SRX3202720,male,whole body,whole body,a,adult
SRX703136,female,whole body,whole body,a,adult
SRX3202722,male,whole body,whole body,a,adult
SRX1483035,male,whole body,whole body,a,adult
SRX675384,male,whole body,whole body,a,adult
SRX1557037,male,whole body,whole body,pu,pupae
SRX1707050,unknown,whole body,whole body,pu6,pupae
SRX1329436,male,whole body,whole body,a,adult
SRX1329437,female,whole body,whole body,a,adult
SRX3202728,male,whole body,whole body,a,adult
SRX703146,male,whole body,whole body,a,adult
SRX703147,male,whole body,whole body,a,adult
SRX703148,female,whole body,whole body,a,adult
SRX3202732,male,whole body,whole body,a,adult
SRX3202734,male,whole body,whole body,a,adult
SRX1522482,female,whole body,whole body,pu,pupae
SRX1557028,male,whole body,whole body,pu,pupae
SRX1329447,male,whole body,whole body,a,adult
SRX1142506,male,whole body,whole body,a,adult
